Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
ELK1,17/49,4.004494320165883e-11,1.171841495795911e-10,0,0,10.877758342303553,260.42461602332486,APP;EGR1;CEBPB;CREBBP;UBE2I;HDAC1;SRF;TCF7;BRCA1;HOXB13;FLI1;MOB4;SUMO1;SIN3A;EWSR1;CDK2;EP300,Transcription_Factor_PPIs
LMO2,16/43,4.4061657714087136e-11,1.2759521713037734e-10,0,0,12.123934687375549,289.10044987003414,KDM5A;RB1;SMAD2;KDM5B;STAT1;AXIN1;GATA2;RELA;FLI1;STIP1;LYL1;ELF2;KIF3B;SP1;TAL1;TCF3,Transcription_Factor_PPIs
KDM5B,19/63,4.7267531685266416e-11,1.354677712216914e-10,0,0,8.855300578601549,210.53652008822996,RB1;MBD3;HDAC2;SMARCC2;HDAC3;KDM1A;ONECUT2;HDAC1;LMO2;MBD2;CHD3;SIN3A;MYC;SUMO2;BMP2K;ZNF217;MTA3;RCOR1;BRD4,Transcription_Factor_PPIs
HNF4A,20/71,5.862325215699773e-11,1.6629861326168743e-10,0,0,8.047685596916953,189.60258503228928,SMAD2;MED1;SREBF1;CREBBP;SMAD4;HDAC3;UBE2I;SMAD3;VDR;NR2C2;ESR1;SREBF2;MED17;SP1;MED10;NRIP1;MDM2;CTNNB1;TP53;PPARGC1A,Transcription_Factor_PPIs
IRF1,16/45,9.826739230219124e-11,2.759427783839309e-10,0,0,11.28661475713756,260.08117556437674,CEBPB;CREBBP;UBE2I;CSNK2A1;STAT1;KEAP1;RELA;SMARCA4;HCFC1;KAT2A;POLR2A;SUMO1;TRIM28;MDM2;EP300;MYD88,Transcription_Factor_PPIs
DACH1,10/15,1.2939366539091022e-10,3.5971438978673035e-10,0,0,40.702991452991455,926.732290618024,CREBBP;JUN;SMAD4;SMAD3;UBE2I;HDAC3;CREB1;NCOR1;HDAC1;SIN3A,Transcription_Factor_PPIs
MAFK,11/19,1.3351199309696686e-10,3.6748845624709687e-10,0,0,28.008823529411764,636.8318536598708,CREBBP;HDAC2;HDAC3;HDAC1;SUMO2;HIF1A;BACH1;TP53;RELA;BACH2;NFE2L2,Transcription_Factor_PPIs
PPARD,15/40,1.5744227721420283e-10,4.2910738299557244e-10,0,0,12.26358754027927,276.81323462510284,HDAC2;HSP90AA1;HDAC3;JUP;SRC;HDAC1;RELA;GADD45G;NCOR2;RXRA;NCOR1;BCL6;NEDD4;NRIP1;EP300,Transcription_Factor_PPIs
IRF3,20/75,1.7452714436590194e-10,4.710538459584539e-10,0,0,7.460828588258394,167.63691610188562,RB1;SMAD2;HSP90AA1;CREBBP;SMAD4;HDAC3;CSNK2A1;PRKDC;SGTA;RELA;RBL2;SUMO1;EWSR1;PRDX1;SUMO2;EP300;CTNNB1;RBCK1;PPIB;MYD88,Transcription_Factor_PPIs
CEBPD,13/29,1.8322520785678388e-10,4.897750748479416e-10,0,0,16.57918006430868,371.7102749464766,RB1;CEBPA;CEBPB;CREBBP;SMAD4;HDAC3;SMAD3;HDAC1;RELA;UBR5;SUMO2;E2F1;EP300,Transcription_Factor_PPIs
UBTF,18/61,2.2876718765567202e-10,6.056883635073981e-10,0,0,8.575531275060145,190.3623554896888,RB1;CREBBP;TBP;CSNK2A1;HDAC1;SMARCA5;CHD4;CTCF;ESR1;RBL2;SUMO1;KAT5;PIK3CA;MYC;SUMO2;CDK2;EP300;TAF1,Transcription_Factor_PPIs
JUNB,16/48,2.997446788759376e-10,7.861228370519873e-10,0,0,10.226881720430107,224.2559835422665,USP24;CEBPB;CREBBP;JUN;SMAD4;SMAD3;BRCA1;ESR1;SMARCA4;FOSL2;YY1;FOSL1;MAFG;SUMO2;EP300;ATF3,Transcription_Factor_PPIs
NFYB,12/25,3.4410188729883605e-10,8.94021725879219e-10,0,0,18.818316587053204,410.0526863439317,CREBBP;ELF1;TBP;NFYA;HDAC1;SP1;MYC;NFYC;EP300;CEBPZ;TP53;TP73,Transcription_Factor_PPIs
IKZF1,15/42,3.53331603780492e-10,9.095017208423775e-10,0,0,11.353980188566656,247.10364346451908,SMARCE1;HDAC2;SMARCC1;NOTCH1;HDAC3;TBP;UBE2I;CTBP2;CSNK2A1;HDAC1;CHD4;CHD3;SMARCA4;SUMO1;SIN3A,Transcription_Factor_PPIs
TCF12,14/36,3.6550569394612906e-10,9.322071827249899e-10,0,0,12.994927818962154,282.3763931871015,SMAD2;CREBBP;NOTCH1;SMAD3;TBP;TCF21;CHD4;ASCL1;RUNX1;TAL1;MYC;EP300;TCF4;TCF3,Transcription_Factor_PPIs
RCOR1,15/43,5.190149241631437e-10,1.3116922628850362e-09,0,0,10.947905477980663,234.0562398577464,SMARCE1;KDM5B;HDAC2;SMARCC2;KDM1A;CTBP2;SMARCA4;MECP2;MED12;REST;TAL1;SUMO2;ZNF217;TCF3;MTA3,Transcription_Factor_PPIs
PPARGC1A,18/64,5.489268013941761e-10,1.3747896467349641e-09,0,0,8.014992503748125,170.90413411003055,MED1;CREBBP;STAT3;IQGAP1;NR3C1;ESR1;USF2;MED17;PIAS1;HCFC1;MED12;NR5A2;RXRA;BCL6;CDK2;EP300;PPARA;TP53,Transcription_Factor_PPIs
STAT2,16/50,5.986729990800757e-10,1.4859919084309023e-09,0,0,9.62428842504744,204.38432996764203,SMARCE1;HSP90AA1;SMARCC1;CREBBP;SMARCC2;PDCD6IP;HDAC1;STAT1;STAT3;PIAS1;SMARCA4;LCK;EP300;STAT6;JAK2;JAK1,Transcription_Factor_PPIs
BHLHE40,12/26,6.11572093046726e-10,1.504575591743273e-09,0,0,17.47323340471092,370.6944417607091,CEBPB;RXRA;UBE2I;SUMO1;SETDB1;HDAC1;SUMO2;STAT3;MDM2;CHD3;BRD7;TP53,Transcription_Factor_PPIs
YAP1,24/115,6.745501714123211e-10,1.6449556811633796e-09,0,0,5.424328383113632,114.54540718308188,TEAD4;MED1;SMAD1;SMAD3;STAT1;CTNND1;MED8;IQGAP1;RUNX3;YWHAZ;PML;RUNX1;LATS1;KLF5;SUMO1;POLR2A;CDH1;PRDX1;ABL1;TP53BP2;LEO1;EP300;CTNNB1;TP73,Transcription_Factor_PPIs
SALL4,16/53,1.579007380964154e-09,3.817078712243781e-09,0,0,8.84254577157803,179.20718353855935,MBD3;SMARCC1;HDAC2;SMARCB1;CTBP2;HDAC1;MBD2;CHD4;GRHL2;GATAD2B;SMARCA4;KLF5;SUMO1;EWSR1;SUMO2;MTA3,Transcription_Factor_PPIs
TP63,24/120,1.6782104955880623e-09,4.0219182566679426e-09,0,0,5.140455531453362,103.86566851112528,SMAD2;YAP1;ITIH4;DAXX;VCP;UBE2I;SMAD3;HSPA5;RPL12;BRCA1;RELA;SCAF4;EEF1A1;HNRNPL;RBL2;SUMO1;CARM1;CDK2;ABL1;MDM2;EP300;SFN;TP53;TP73,Transcription_Factor_PPIs
MTA3,14/40,1.871440473775544e-09,4.446670527432489e-09,0,0,10.993397160779136,220.929437016226,MBD3;KDM5B;HDAC2;JUN;KDM1A;HDAC1;MBD2;ARNT;CHD4;CHD3;ESR1;GATAD2B;RAD21;RCOR1,Transcription_Factor_PPIs
PAX3,14/41,2.7186971580440594e-09,6.405066185900411e-09,0,0,10.585677952630745,208.7825230489856,RB1;DAXX;TBP;CSNK2A1;SRC;HDAC1;CBX3;CIB1;RBL2;TRIM28;ABL1;MDM2;CTNNB1;TAF1,Transcription_Factor_PPIs
NFATC1,15/50,5.648196451329744e-09,1.3194946331677892e-08,0,0,8.755102040816327,166.27628120515485,EGR1;HDAC2;HDAC3;UBE2I;CSNK2A1;SRC;HDAC1;YWHAZ;PML;PIAS1;TUBA1A;SUMO1;EP300;OGT;KPNB1,Transcription_Factor_PPIs
REST,13/37,6.757330029493105e-09,1.5654481234992364e-08,0,0,11.048142193640588,207.84469956163852,SMARCE1;KDM5C;HDAC2;TBP;SMARCC2;HDAC1;SMARCA4;SIN3A;SP1;EWSR1;SP3;CDK2;RCOR1,Transcription_Factor_PPIs
NANOG,27/160,8.174902309574312e-09,1.878200695918726e-08,0,0,4.179657522478667,77.83440606926436,HDAC2;KDM1A;HDAC1;CHD4;FOXM1;CDC73;RELA;MED12;TUBA1A;TRIM28;SIN3A;RAD21;ABCF2;MBD3;CSNK2A1;SMARCA5;GATAD2B;PML;SMARCA4;MSH6;STAG1;REST;SP1;TRIP12;PABPC1;TLR4;KPNB1,Transcription_Factor_PPIs
TAF1,28/171,8.647212640013437e-09,1.970430421248964e-08,0,0,4.033609092432622,74.88810260257522,RB1;MAX;ECI1;HMGB1;CTCF;RELA;CHL1;SIN3A;CWC22;HSF1;WDR5;UBTF;BUB1;RANBP2;MED1;JUN;TBP;CSNK2A1;MLH1;RBL2;CREB1;XRN1;EWSR1;RPL37A;VPS41;MDM2;TAF7;TP53,Transcription_Factor_PPIs
FLI1,10/21,1.1715505958700669e-08,2.6478948426982e-08,0,0,18.49553224553225,337.7719309663749,SMAD3;UBE2I;SUMO1;EWSR1;SRF;LMO2;BRCA1;ELK1;RUNX1;PIAS1,Transcription_Factor_PPIs
BCL11B,10/22,2.0567744812094463e-08,4.611155691743757e-08,0,0,16.95334757834758,300.0664836737197,MBD3;HDAC2;NOTCH1;HDAC3;HDAC1;SP1;EP300;CHD4;NR2F2;CHD3,Transcription_Factor_PPIs
NR2C2,12/34,2.444106188985284e-08,5.4356921643032725e-08,0,0,11.114658360911038,194.8066310376784,DNMT1;CEBPB;HSP90AA1;HDAC3;KDM1A;TRIM28;HDAC1;TRAF6;CHD4;TAB2;RBCK1;ESR1,Transcription_Factor_PPIs
SMC3,24/137,2.59594882984147e-08,5.7275696404438795e-08,0,0,4.3631965907127634,76.21077092477053,BECN1;HDAC2;NOTCH1;CSNK2A1;NUMA1;PRKDC;CUL3;ATRX;SMARCA5;CTCF;SMC1A;CHD1;MECP2;STAG1;NIPBL;POLR2A;CHL1;MYC;RAD21;BMS1;CDK2;SUMO2;MDM2;UTP20,Transcription_Factor_PPIs
MYBL2,14/48,2.729685522822218e-08,5.975217128697454e-08,0,0,8.403181014895228,146.35395453766833,HDAC2;CREBBP;CSNK2A1;LIN9;TTF2;CDK9;NCOR2;NCOR1;SUMO2;CDK2;E2F1;EP300;E2F3;E2F4,Transcription_Factor_PPIs
ERG,13/41,2.8019991665931823e-08,6.08559193994457e-08,0,0,9.467845659163988,164.64912697419194,APP;HSPA8;DDX5;JUN;XRCC6;SETDB1;PRKDC;LMO2;ETV1;ETS2;FLI1;RPS18;NEDD4,Transcription_Factor_PPIs
MITF,13/42,3.883191977602758e-08,8.368429223050904e-08,0,0,9.140887755479174,155.9803212206822,APP;CREBBP;UBE2I;EPAS1;TFE3;TFEB;PIAS1;CREB1;SUMO1;SUMO2;CDK2;EP300;CTNNB1,Transcription_Factor_PPIs
E2F6,11/29,3.9495091307990494e-08,8.44587337201643e-08,0,0,12.441830065359476,212.09698996433067,APP;KDM5C;L3MBTL2;HDAC3;TFDP1;CBX3;WDR5;E2F1;BMI1;EZH1;EZH2,Transcription_Factor_PPIs
NFE2,17/77,8.65470576263006e-08,1.836647482451265e-07,0,0,5.792931467527808,94.2079972448568,YAP1;SMARCE1;KDM5C;CIITA;CREBBP;CHD4;TXN;RBBP5;NEDD4;MAFG;MAFF;WDR5;HCLS1;MAFK;HOXA4;HMGN1;NFE2L2,Transcription_Factor_PPIs
BACH1,11/31,8.859059082480783e-08,1.86577153403762e-07,0,0,11.196470588235297,181.82217508805977,SMAD1;NCOR1;HDAC1;MAFG;MAFF;MAFK;BRCA1;RBCK1;MLH1;TP53;NFE2L2,Transcription_Factor_PPIs
ELF1,13/45,9.734738369005445e-08,2.0347798996868525e-07,0,0,8.282623258306538,133.72278669373597,RB1;MED1;NFYA;NFYB;SRF;HMGB1;CHD1;CDC73;SP1;SUMO2;LEO1;JAK2;BUB1,Transcription_Factor_PPIs
ZEB1,9/20,1.1957489990886017e-07,2.462357198123194e-07,0,0,16.628213835257593,265.0424693116468,SMAD2;SMAD1;SMAD3;CTBP2;KAT5;SRF;SUMO2;EP300;SMARCA4,Transcription_Factor_PPIs
PHF8,9/20,1.1957489990886017e-07,2.462357198123194e-07,0,0,16.628213835257593,265.0424693116468,APP;NOTCH1;POLR2A;SUMO1;SUMO2;WDR5;RBPJ;HCFC1;TAF1,Transcription_Factor_PPIs
ATF1,11/32,1.2924075073853986e-07,2.641832993037799e-07,0,0,10.662745098039217,169.12807915341824,ATF2;CREBBP;JUN;CREB1;CSNK2A1;SRA1;HNF1B;BRCA1;ESR1;GABPA;FOSL2,Transcription_Factor_PPIs
BCLAF1,14/54,1.4088418539867346e-07,2.858817776703009e-07,0,0,7.140450643776824,112.64294857589148,VCP;CSNK2A1;SRC;HDAC1;CUL3;ARRB1;ARRB2;CHD1;ESR1;CDK9;SNW1;SUMO2;CDK2;BCL2L1,Transcription_Factor_PPIs
GATA3,10/26,1.420883057650934e-07,2.8623586233837656e-07,0,0,12.712339743589745,200.43313566348647,REPIN1;MED1;HDAC3;TAL1;LMO2;MDM2;BRCA1;BMI1;ETS1;ETS2,Transcription_Factor_PPIs
PAX5,8/16,2.2304755024447526e-07,4.460951004889505e-07,0,0,20.30490405117271,310.9874912894246,RB1;CREBBP;DAXX;TBP;EBF1;EP300;ETS1;RUNX1,Transcription_Factor_PPIs
CCNE1,17/82,2.287914690405009e-07,4.543144885232803e-07,0,0,5.345913720294775,81.74145244592594,RB1;SMARCC1;CREBBP;SMARCB1;HDAC1;CUL3;BRCA1;FOXM1;RBX1;SMARCA4;RBL2;CDK2;UBTF;E2F1;MYBL2;E2F4;CALM1,Transcription_Factor_PPIs
CIITA,12/41,2.590687949304728e-07,5.107881205012159e-07,0,0,8.428708557926605,127.83124535433647,CEBPB;HDAC2;CREB1;NFYA;HDAC1;PRKDC;STAT1;NFYB;EWSR1;NFYC;TCF3;SMARCA4,Transcription_Factor_PPIs
BRF1,9/22,3.250205071493115e-07,6.318580488636964e-07,0,0,14.068549380182253,210.1753708794972,RB1;RBL2;APP;TBP;CSNK2A1;MYC;SUMO2;BDP1;TP53,Transcription_Factor_PPIs
NR2F2,9/22,3.250205071493115e-07,6.318580488636964e-07,0,0,14.068549380182253,210.1753708794972,CEBPB;HDAC1;BCL11A;LCK;EP300;NR3C1;SQSTM1;HIPK3;PIAS1,Transcription_Factor_PPIs
MXI1,7/12,3.3303899699559705e-07,6.429502858664999e-07,0,0,28.401064962726306,423.602061304381,APP;SMAD1;MAX;SIN3A;MYC;SMARCA5;SMC3,Transcription_Factor_PPIs
MEF2C,13/50,3.7975389662410827e-07,7.230930360376856e-07,0,0,7.161466933171114,105.87328259317984,SMAD2;NOTCH1;KDM1A;CSNK2A1;EPAS1;PRKDC;GATA4;ASCL1;YWHAZ;SUMO1;SP1;CARM1;EP300,Transcription_Factor_PPIs
TAF7,13/50,3.7975389662410827e-07,7.230930360376856e-07,0,0,7.161466933171114,105.87328259317984,TBP;CSNK2A1;TRRAP;VDR;AHR;CDC73;CDK9;CHL1;HSF1;WDR5;LEO1;FAU;TAF1,Transcription_Factor_PPIs
IRF4,10/29,4.7062527422899206e-07,8.90026028814012e-07,0,0,10.70344129554656,155.9406160516616,SPIB;ETV7;TRAF6;CARM1;STAT6;VPS35;PRDM1;TOP1;HOXB13;MYD88,Transcription_Factor_PPIs
TBL1XR1,11/36,5.056438552997674e-07,9.497904849549684e-07,0,0,8.954823529411765,129.82195646156708,NOTCH1;HDAC3;NCOR1;KDM1A;BCL6;CD2BP2;CTNNB1;CHD4;TAB2;TBL1X;ESR1,Transcription_Factor_PPIs
DLX4,7/13,6.920332355133098e-07,1.291176103843625e-06,0,0,23.666311679091237,335.67425220496324,SMAD2;SMAD4;SRC;SP1;ABL1;PIK3R1;CRK,Transcription_Factor_PPIs
RAD21,30/237,9.186992490312854e-07,1.702655941537982e-06,0,0,2.981931523321309,41.44976370793847,CEBPB;ITGAM;NUMA1;PRKDC;CHD4;CTCF;CHD3;SMC3;C3;RPS14;NIPBL;KIF3B;SUMO1;RPS18;MYC;SUMO2;RPL13;MTA3;HSP90AA1;SMARCA5;RPS3A;SMC1A;GNL1;CDK9;STAG1;SNW1;EWSR1;KPNB1;RAN;EIF4G1,Transcription_Factor_PPIs
TFAP2A,12/46,1.0255190668783644e-06,1.8880417257760616e-06,0,0,7.187303186799345,99.1151509900634,RB1;YY1;UBE2I;SUMO1;EPAS1;MYC;SUMO2;SRA1;EP300;CTNNB1;BRCA1;TP53,Transcription_Factor_PPIs
IRF8,10/32,1.331592092653421e-06,2.4354118536687564e-06,0,0,9.242424242424242,125.04200779379714,CREBBP;UBE2I;SUMO1;TRAF6;IRF2;PTPN11;IRF6;TOP1;SQSTM1;RELA,Transcription_Factor_PPIs
JARID2,9/26,1.720202322546874e-06,3.125596376915235e-06,0,0,10.756042438320046,142.76568962879475,RB1;SUZ12;SETDB1;EWSR1;STK38L;GATA4;NKX2-5;EZH1;EZH2,Transcription_Factor_PPIs
NR1I2,10/33,1.829854652299726e-06,3.281932860253702e-06,0,0,8.840115198810851,116.78918425312168,HSP90AA1;RXRA;NCOR1;SUMO1;SRC;ACTN2;SUMO2;CDK2;PPARGC1A;ESR1,Transcription_Factor_PPIs
NR4A2,10/33,1.829854652299726e-06,3.281932860253702e-06,0,0,8.840115198810851,116.78918425312168,RXRA;OPA1;SIN3A;ZCCHC17;RELA;RAN;RCOR1;GTF2I;RUNX1;SMARCA4,Transcription_Factor_PPIs
ZFPM2,7/15,2.387113018848975e-06,4.253957815641123e-06,0,0,17.74787007454739,229.75373629528696,HDAC2;CTBP2;HDAC1;STAT3;EP300;GATA4;MTA3,Transcription_Factor_PPIs
CBFB,10/34,2.48285181782108e-06,4.3963872952500654e-06,0,0,8.471331908831909,109.33187989145564,CDK9;APP;NGFR;JUN;MYC;DHX36;CEBPZ;BMI1;RUNX3;RUNX1,Transcription_Factor_PPIs
KLF5,10/35,3.3292980578051096e-06,5.857878861201395e-06,0,0,8.132051282051282,102.5675222419888,SMAD2;HDAC2;CREBBP;SMAD4;SMAD3;TBP;HDAC1;MYC;EP300;ESR1,Transcription_Factor_PPIs
CLOCK,9/28,3.4908231022741653e-06,6.103451713410176e-06,0,0,9.622816379261922,120.91427715089893,HDAC2;CREBBP;HDAC3;RXRA;KAT5;HDAC1;EP300;ARNT;EZH2,Transcription_Factor_PPIs
HTT,33/293,3.6982987704758426e-06,6.425794113701777e-06,0,0,2.6126969416126045,32.678666597890015,SNAP25;NDUFA13;VCP;PIK3R1;CHD3;COX6A1;PPP2CA;STIP1;TUBA1A;SUMO1;SIN3A;SUZ12;RNF20;MBD4;HSPA8;CREBBP;XRCC6;TBP;AXIN1;PIAS1;REST;NCOR1;SP1;TRAF6;GNB1;NDUFS3;CTNNB1;WDFY3;NDUFS1;TP53;DLD;SQSTM1;EZH2,Transcription_Factor_PPIs
RCOR3,7/16,4.070295150734324e-06,6.984827480889767e-06,0,0,15.775056206366113,195.79676441782556,APP;HDAC2;KDM1A;HDAC1;MYC;SUMO2;MTA3,Transcription_Factor_PPIs
ZNF148,7/16,4.070295150734324e-06,6.984827480889767e-06,0,0,15.775056206366113,195.79676441782556,HDAC3;HDAC1;TRRAP;STAT3;SUMO2;EP300;TP53,Transcription_Factor_PPIs
HNF1A,12/52,4.185397696437649e-06,7.138285641777094e-06,0,0,6.10728051391863,75.63200508067509,CEBPA;VCP;CREBBP;SRC;CBX3;SNX14;STAT3;EP300;CTNNB1;HNF1B;HMGB1;YWHAZ,Transcription_Factor_PPIs
CEBPZ,8/22,4.298179136099979e-06,7.2859378038767935e-06,0,0,11.59914712153518,143.33436205603053,CBFB;NFYB;MYC;SUMO2;STAT6;ZBTB7B;TP53;RELA,Transcription_Factor_PPIs
PDX1,10/36,4.41532873654807e-06,7.439159931880991e-06,0,0,7.8188691650230115,96.4100053735818,HDAC2;XRCC6;MEIS1;CREB1;CSNK2A1;HDAC1;PRKDC;ONECUT1;TCF3;PBX1,Transcription_Factor_PPIs
SOX4,5/7,4.543407601682742e-06,7.590286259688781e-06,0,0,50.6163655685441,622.67408916759,UBE2I;CDK2;MDM2;EP300;TP53,Transcription_Factor_PPIs
TCOF1,11/44,4.559632393410167e-06,7.590286259688781e-06,0,0,6.781105169340464,83.39585245982349,CDK9;BECN1;SUMO1;CSNK2A1;SUMO2;CDK2;UBTF;ARRB1;ARRB2;TOP1;ESR1,Transcription_Factor_PPIs
EED,16/91,5.118982198623425e-06,8.470696733436382e-06,0,0,4.353605734767025,53.03804099867875,KDM5A;SUZ12;ATF2;SS18;HSP90AA1;DNMT1;HDAC2;HDAC3;HDAC1;ANXA5;RPS3A;ITGAE;BMI1;YY1;EZH1;EZH2,Transcription_Factor_PPIs
MBD4,6/12,7.966806284656946e-06,1.3105160633932727e-05,0,0,20.26382978723404,237.90195880678803,HDAC2;HDAC1;SIN3A;SUMO2;FADD;MLH1,Transcription_Factor_PPIs
FOXM1,9/31,8.963560193606765e-06,1.4658057257780476e-05,0,0,8.309304356262734,96.57358587544648,RB1;CREBBP;HSP90AA1;CDH1;ANKRD12;SUMO2;STAT3;CDK2;CTNNB1,Transcription_Factor_PPIs
CHD1,13/65,9.099015741386502e-06,1.47925519070494e-05,0,0,5.091639871382637,59.10041709260745,CEBPA;HDAC1;MED8;ARRB1;SMC3;CDC73;HIRA;ELF1;NCOR1;SUMO1;SUMO2;SWI5;LEO1,Transcription_Factor_PPIs
GLI1,10/41,1.5702647377512715e-05,2.530136678441578e-05,0,0,6.556038047973532,72.52080306467913,SMARCE1;HDAC2;XBP1;BMP2;SMARCC2;HDAC1;SIN3A;MYC;WNT16;PIAS1,Transcription_Factor_PPIs
NR0B1,9/33,1.5745095157208382e-05,2.530136678441578e-05,0,0,7.616061899679829,84.22588886833447,SREBF1;REST;SNW1;TRIM28;SP1;NRIP1;NR3C1;ESR1;OGT,Transcription_Factor_PPIs
TARDBP,12/59,1.6733012131333217e-05,2.673435271557836e-05,0,0,5.19577201694838,57.14376058575853,APP;HSP90AA1;VCP;CSNK2A1;SETDB1;MED10;CUL3;SUMO2;XRN2;BRCA1;SQSTM1;HDAC6,Transcription_Factor_PPIs
CHD7,8/26,1.7734790043895525e-05,2.817298075544546e-05,0,0,9.019663586827766,98.67496006694869,SMARCE1;SMARCC1;SMARCC2;SUMO2;CDK2;CTCF;BRD7;SMARCA4,Transcription_Factor_PPIs
BMI1,13/70,2.1132023582040777e-05,3.337899179435987e-05,0,0,4.643782553919633,49.98902340450595,SUZ12;UBE2I;CSNK2A1;CBFB;PRKDC;CUL3;GATA6;SMARCA5;RUNX1;KAT5;VPS11;TP53;EZH2,Transcription_Factor_PPIs
CDKN2AIP,6/14,2.385872408327273e-05,3.747302426638316e-05,0,0,15.19627659574468,161.73945185725063,MDC1;VCP;CUL3;RAD21;MDM2;BRCA1,Transcription_Factor_PPIs
ILF3,31/297,3.2682439114139415e-05,5.1043359964779534e-05,0,0,2.3929824561403508,24.716332457344265,PRKDC;RPL12;CUL3;ARRB2;RTN4;LMNB1;YY1;RPS14;SUMO1;OPA1;POLR2A;KIF5C;SUMO2;RPL13;MYH10;UBL4A;XRCC6;HSP90AA1;CSNK2A1;JUP;HSPA5;NDUFA2;RPS3A;ESR1;EEF1A1;CDK9;RCN1;NR5A2;CDK2;RPL37A;PABPC1,Transcription_Factor_PPIs
MEF2A,9/37,4.283015847532872e-05,6.651834668235409e-05,0,0,6.526680896478122,65.64710603960265,SMAD2;SMAD4;UBE2I;SUMO1;CSNK2A1;HDAC1;SUMO2;EP300;ASCL1,Transcription_Factor_PPIs
LYL1,5/10,4.8375881503599787e-05,7.471386143333745e-05,0,0,20.24335812964931,201.14831398005347,NFKBIA;TAL1;LMO2;TCF4;TCF3,Transcription_Factor_PPIs
E2F2,8/30,5.6134979397088456e-05,8.621836614580437e-05,0,0,7.378174064741229,72.21573368713138,RB1;YY1;SPIB;CEBPA;BRD2;TFDP1;SP1;RPS3A,Transcription_Factor_PPIs
SALL1,6/16,5.863521723395214e-05,8.956368346724556e-05,0,0,12.155744680851065,118.44770421817005,HDAC2;UBE2I;SUMO1;HDAC1;SUMO2;CTNNB1,Transcription_Factor_PPIs
SP4,4/6,6.911113429548612e-05,0.00010498849909368927,0,0,40.45010615711253,387.5037128653835,SP1;SP3;E2F1;ZBTB7A,Transcription_Factor_PPIs
SETDB1,18/136,7.504104549316971e-05,0.0001133772317777238,0,0,3.1126534190531854,29.562349029926214,ATF7IP;SUZ12;HSP90AA1;HDAC2;UBE2I;KDM1A;CSNK2A1;HDAC1;PML;PIAS1;MOB4;TRIM28;SIN3A;BHLHE40;CDK2;SUMO2;MDM2;TRDMT1,Transcription_Factor_PPIs
CDX2,6/17,8.699818010076606e-05,0.00012933419287707466,0,0,11.05009671179884,103.31424232380424,KDM5B;CREBBP;SMARCB1;CDK2;EP300;SMARCA4,Transcription_Factor_PPIs
ZBTB33,6/17,8.699818010076606e-05,0.00012933419287707466,0,0,11.05009671179884,103.31424232380424,HDAC3;NCOR1;CTNND1;CTNNB1;CTCF;TCF3,Transcription_Factor_PPIs
TFAP2C,6/17,8.699818010076606e-05,0.00012933419287707466,0,0,11.05009671179884,103.31424232380424,KDM5B;UBE2I;MYC;SUMO2;BRCA1;TP53,Transcription_Factor_PPIs
CBX3,16/114,9.171896336443567e-05,0.00013562697774102724,0,0,3.3278033794162827,30.937860567982995,MDC1;XRCC6;KDM5C;L3MBTL2;PRKDC;CHD4;VEZF1;CHD3;RUNX1;SMARCA4;MECP2;NIPBL;TRIM28;POLR2A;TRIM39;SUMO2,Transcription_Factor_PPIs
CDKN1B,14/93,0.00011585043364327394,0.00017032042406588905,0,0,3.6080023903949594,32.70008537937915,RB1;VCP;CSNK2A1;SRC;CTCF;YWHAZ;CKS1B;RBX1;CDK2;KPNA6;ABL1;SFN;KPNB1;RAN,Transcription_Factor_PPIs
XRCC4,8/33,0.0001173787533971274,0.00017032042406588905,0,0,6.491769722814499,58.75119531052767,DDX5;XRCC6;CSNK2A1;PRKDC;SUMO2;VPS41;CHD3;CALM1,Transcription_Factor_PPIs
WT1,7/25,0.00011763137201672912,0.00017032042406588905,0,0,7.88380073364099,71.33227260525433,DNMT1;CREBBP;UBE2I;MDM2;TP53;TP73;EZH2,Transcription_Factor_PPIs
BCOR,7/25,0.00011763137201672912,0.00017032042406588905,0,0,7.88380073364099,71.33227260525433,HDAC3;HDAC1;SP1;SUMO2;MLLT3;ZBTB7A;HDAC6,Transcription_Factor_PPIs
ZBTB7B,6/18,0.0001252890491069441,0.0001804681639986034,0,0,10.12872340425532,91.00543622673392,HDAC3;SP1;SP3;EP300;ZBTB7A;RELA,Transcription_Factor_PPIs
KDM6A,7/26,0.0001544356060250538,0.00022126279458888087,0,0,7.468471498234404,65.54131431087784,RBBP5;WDR82;SRF;CDK2;WDR5;GATA4;SMARCA4,Transcription_Factor_PPIs
HNF1B,4/7,0.00015520231994543805,0.00022126279458888087,0,0,26.965322009908,236.50693400337607,ATF1;CREBBP;CREB1;ONECUT1,Transcription_Factor_PPIs
PRDM1,6/19,0.0001758132100752883,0.0002481018903600516,0,0,9.34909983633388,80.83314395296252,HSP90AA1;HDAC2;KDM1A;SUMO1;HDAC1;PIAS1,Transcription_Factor_PPIs
BCL11A,6/19,0.0001758132100752883,0.0002481018903600516,0,0,9.34909983633388,80.83314395296252,MBD3;APP;HDAC1;SUMO2;CHD4;NR2F2,Transcription_Factor_PPIs
NOD2,9/45,0.0002171990296804508,0.0003018191290432599,0,0,5.074172892209178,42.79910801624072,NDUFA13;KAT5;PPP2R5E;TRAF6;NLRP3;SUGT1;RBCK1;SQSTM1;BIRC3,Transcription_Factor_PPIs
