Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
SPDEF human,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,CDH1;SQSTM1,TRRUST_Transcription_Factors_2019
TFAP2A mouse,2/10,0.0781646550163412,0.1347569858883875,0,0,5.043961864406779,12.856744631698328,CEBPA;MEIS1,TRRUST_Transcription_Factors_2019
FOXO1 mouse,5/49,0.080721265784123,0.1386676030077255,0,0,2.295671915756932,5.777639690380738,SREBF1;EGR1;PDK4;PIK3R1;PPARGC1A,TRRUST_Transcription_Factors_2019
AHR mouse,3/22,0.0832748131727466,0.14203966360316,0,0,3.187196517274097,7.922124789220794,SNAI2;GATA4;NKX2-5,TRRUST_Transcription_Factors_2019
REL human,3/22,0.0832748131727466,0.14203966360316,0,0,3.187196517274097,7.922124789220794,CD40LG;IL1B;BIRC3,TRRUST_Transcription_Factors_2019
SP3 human,9/113,0.0872717402500281,0.1483311203542882,0,0,1.750164190132173,4.268175424948324,YY1;MSH6;RASSF1;CDH2;BSG;PLAT;CD14;RELA;MICB,TRRUST_Transcription_Factors_2019
NANOG human,3/23,0.0925453068525956,0.1515429557941513,0,0,3.027677624602333,7.206045174509894,GATA6;GATA4;GATA2,TRRUST_Transcription_Factors_2019
CRX mouse,2/11,0.0926270873253232,0.1515429557941513,0,0,4.483286252354049,10.66651656360566,SAG;RHO,TRRUST_Transcription_Factors_2019
MECP2 human,2/11,0.0926270873253232,0.1515429557941513,0,0,4.483286252354049,10.66651656360566,CDKL5;ESR1,TRRUST_Transcription_Factors_2019
MEN1 human,2/11,0.0926270873253232,0.1515429557941513,0,0,4.483286252354049,10.66651656360566,JUND;BRCA1,TRRUST_Transcription_Factors_2019
NR0B1 mouse,2/11,0.0926270873253232,0.1515429557941513,0,0,4.483286252354049,10.66651656360566,SREBF1;RLF,TRRUST_Transcription_Factors_2019
RARA mouse,2/11,0.0926270873253232,0.1515429557941513,0,0,4.483286252354049,10.66651656360566,KLF5;STAT1,TRRUST_Transcription_Factors_2019
RORA mouse,2/11,0.0926270873253232,0.1515429557941513,0,0,4.483286252354049,10.66651656360566,E2F1;PPARA,TRRUST_Transcription_Factors_2019
SP4 human,2/11,0.0926270873253232,0.1515429557941513,0,0,4.483286252354049,10.66651656360566,YY1;RELA,TRRUST_Transcription_Factors_2019
STAT2 human,2/11,0.0926270873253232,0.1515429557941513,0,0,4.483286252354049,10.66651656360566,STAT1;PML,TRRUST_Transcription_Factors_2019
STAT4 human,2/11,0.0926270873253232,0.1515429557941513,0,0,4.483286252354049,10.66651656360566,MYC;S100A4,TRRUST_Transcription_Factors_2019
TFAP2C mouse,2/11,0.0926270873253232,0.1515429557941513,0,0,4.483286252354049,10.66651656360566,SFRP1;KIT,TRRUST_Transcription_Factors_2019
POU2F1 human,4/38,0.103353567174228,0.1685188671552667,0,0,2.3754215061820907,5.391255410404075,SNAPC1;RRM2B;PLAU;SNAI2,TRRUST_Transcription_Factors_2019
APC human,2/12,0.1077844630945684,0.1745600227221799,0,0,4.034745762711864,8.987887449144923,DNMT1;MYC,TRRUST_Transcription_Factors_2019
CREB5 human,2/12,0.1077844630945684,0.1745600227221799,0,0,4.034745762711864,8.987887449144923,STAT1;LY96,TRRUST_Transcription_Factors_2019
PPARA human,4/39,0.1110949555419922,0.179317696696974,0,0,2.3074309978768577,5.070279624184519,NFKBIA;PDK4;TXNIP;SREBF2,TRRUST_Transcription_Factors_2019
CREM human,3/25,0.1122748046929734,0.1806159901582615,0,0,2.752144991805649,6.018406629286907,TBP;CREB1;PLAT,TRRUST_Transcription_Factors_2019
EGR1 mouse,6/71,0.1188874399213903,0.1896695832329281,0,0,1.8647135842880525,3.971053242665781,NGFR;JUN;CREBBP;JUND;IL1B;IGF1R,TRRUST_Transcription_Factors_2019
RUNX1 human,4/40,0.119085684275144,0.1896695832329281,0,0,2.243217740033027,4.773369967922488,JUN;NF1;MYH10;RELA,TRRUST_Transcription_Factors_2019
SMAD4 mouse,4/40,0.119085684275144,0.1896695832329281,0,0,2.243217740033027,4.773369967922488,JUN;TGFB1;CDH1;NKX2-5,TRRUST_Transcription_Factors_2019
PBX1 mouse,2/13,0.1235388489900576,0.1954677183033478,0,0,3.667758089368258,7.670014270138513,CDH1;PBX1,TRRUST_Transcription_Factors_2019
XBP1 mouse,2/13,0.1235388489900576,0.1954677183033478,0,0,3.667758089368258,7.670014270138513,ERN1;PRDM1,TRRUST_Transcription_Factors_2019
GLI2 mouse,2/14,0.1398000042256076,0.2190351857736719,0,0,3.361935028248588,6.614749777854262,BMP2;ASCL1,TRRUST_Transcription_Factors_2019
PROX1 mouse,2/14,0.1398000042256076,0.2190351857736719,0,0,3.361935028248588,6.614749777854262,NOTCH1;NKX2-5,TRRUST_Transcription_Factors_2019
TCF3 human,2/14,0.1398000042256076,0.2190351857736719,0,0,3.361935028248588,6.614749777854262,CDH1;MYC,TRRUST_Transcription_Factors_2019
MEF2C mouse,3/28,0.1444983618995536,0.2249311070345803,0,0,2.421505832449629,4.684371814406964,MYH1;JUN;RHO,TRRUST_Transcription_Factors_2019
MITF mouse,3/28,0.1444983618995536,0.2249311070345803,0,0,2.421505832449629,4.684371814406964,NGFR;CD40;PIK3R1,TRRUST_Transcription_Factors_2019
BCL3 mouse,2/15,0.1564848733072049,0.2397109046521197,0,0,3.103161668839635,5.755731633053354,TNFRSF12A;RUNX1,TRRUST_Transcription_Factors_2019
GATA6 mouse,2/15,0.1564848733072049,0.2397109046521197,0,0,3.103161668839635,5.755731633053354,CAV1;SPDEF,TRRUST_Transcription_Factors_2019
IRF3 human,2/15,0.1564848733072049,0.2397109046521197,0,0,3.103161668839635,5.755731633053354,TNPO1;TLR4,TRRUST_Transcription_Factors_2019
JUNB human,2/15,0.1564848733072049,0.2397109046521197,0,0,3.103161668839635,5.755731633053354,SMAD4;IL1B,TRRUST_Transcription_Factors_2019
NRF1 human,2/15,0.1564848733072049,0.2397109046521197,0,0,3.103161668839635,5.755731633053354,PRDX5;COX6A1,TRRUST_Transcription_Factors_2019
HNF4A human,4/45,0.1624468444754623,0.2480537529926901,0,0,1.969136761431309,3.5787178964317574,TBP;MYC;C1QTNF5;PPARA,TRRUST_Transcription_Factors_2019
YBX1 human,3/30,0.1674618742082657,0.2549024097916956,0,0,2.2418993755154943,4.0062732206856415,SUMO1;CDH1;E2F1,TRRUST_Transcription_Factors_2019
ATF2 mouse,2/16,0.1735171092572444,0.2608179048522955,0,0,2.8813559322033897,5.046634614304782,CEBPA;RELA,TRRUST_Transcription_Factors_2019
ATF3 human,2/16,0.1735171092572444,0.2608179048522955,0,0,2.8813559322033897,5.046634614304782,DDIT3;TP53,TRRUST_Transcription_Factors_2019
IKZF1 mouse,2/16,0.1735171092572444,0.2608179048522955,0,0,2.8813559322033897,5.046634614304782,NOTCH1;MYC,TRRUST_Transcription_Factors_2019
STAT6 mouse,2/16,0.1735171092572444,0.2608179048522955,0,0,2.8813559322033897,5.046634614304782,EGR1;BCL2L1,TRRUST_Transcription_Factors_2019
FOXM1 human,2/17,0.19082662595447,0.2823936505911377,0,0,2.689124293785311,4.454238537019463,CDH1;MYC,TRRUST_Transcription_Factors_2019
NR1H3 mouse,2/17,0.19082662595447,0.2823936505911377,0,0,2.689124293785311,4.454238537019463,SREBF1;BHLHE40,TRRUST_Transcription_Factors_2019
RUNX1 mouse,2/17,0.19082662595447,0.2823936505911377,0,0,2.689124293785311,4.454238537019463,CEBPA;CD40,TRRUST_Transcription_Factors_2019
WT1 mouse,2/17,0.19082662595447,0.2823936505911377,0,0,2.689124293785311,4.454238537019463,IGF2;SNAI2,TRRUST_Transcription_Factors_2019
CDX2 human,3/32,0.1913936176563636,0.2823936505911377,0,0,2.087066222986068,3.450803600523028,VDR;SP1;GSTP1,TRRUST_Transcription_Factors_2019
LEF1 mouse,3/32,0.1913936176563636,0.2823936505911377,0,0,2.087066222986068,3.450803600523028,CDH1;CTNNB1;TCF3,TRRUST_Transcription_Factors_2019
FOXA2 human,2/18,0.2083491777593014,0.3046077644444498,0,0,2.520921610169492,3.954166048547168,NR5A2;CDH1,TRRUST_Transcription_Factors_2019
GLI2 human,2/18,0.2083491777593014,0.3046077644444498,0,0,2.520921610169492,3.954166048547168,JUN;CDH1,TRRUST_Transcription_Factors_2019
RFX5 human,2/18,0.2083491777593014,0.3046077644444498,0,0,2.520921610169492,3.954166048547168,HDAC2;HLA-DPA1,TRRUST_Transcription_Factors_2019
CEBPA human,4/51,0.2206080062759912,0.3215528818750053,0,0,1.7172155215250486,2.5953443816507087,MYC;STAT3;IGF2;IGF1,TRRUST_Transcription_Factors_2019
ESR2 human,2/19,0.2260259646265607,0.327465328269204,0,0,2.3725074775672983,3.5281686780636354,JUN;CTSD,TRRUST_Transcription_Factors_2019
SMAD2 mouse,2/19,0.2260259646265607,0.327465328269204,0,0,2.3725074775672983,3.5281686780636354,BECN1;RGCC,TRRUST_Transcription_Factors_2019
MSX2 mouse,2/20,0.2438032616682011,0.3343292578859509,0,0,2.2405838041431263,3.1623458286676174,SRF;ETS1,TRRUST_Transcription_Factors_2019
NR1H4 human,2/20,0.2438032616682011,0.3343292578859509,0,0,2.2405838041431263,3.1623458286676174,ABCB4;RELA,TRRUST_Transcription_Factors_2019
PPARGC1A mouse,2/20,0.2438032616682011,0.3343292578859509,0,0,2.2405838041431263,3.1623458286676174,PPARA;SREBF2,TRRUST_Transcription_Factors_2019
ARNTL human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,BHLHE40,TRRUST_Transcription_Factors_2019
CEBPZ human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,MLH1,TRRUST_Transcription_Factors_2019
EOMES mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,EBF1,TRRUST_Transcription_Factors_2019
ETV5 mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,CAV1,TRRUST_Transcription_Factors_2019
FOXP2 human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,CNTNAP2,TRRUST_Transcription_Factors_2019
GFI1 human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,NF1,TRRUST_Transcription_Factors_2019
HDGF human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,CDH1,TRRUST_Transcription_Factors_2019
HES1 mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,ASCL1,TRRUST_Transcription_Factors_2019
HESX1 mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,DNMT1,TRRUST_Transcription_Factors_2019
HOXA9 mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,LMO2,TRRUST_Transcription_Factors_2019
LMX1B human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,TCF3,TRRUST_Transcription_Factors_2019
MEIS2 mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,CDH1,TRRUST_Transcription_Factors_2019
NFKB2 human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,HIF1A,TRRUST_Transcription_Factors_2019
NUPR1 mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,EP300,TRRUST_Transcription_Factors_2019
PAX2 human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,TP53,TRRUST_Transcription_Factors_2019
PAX3 human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,BCL2L1,TRRUST_Transcription_Factors_2019
PAX7 mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,ETS1,TRRUST_Transcription_Factors_2019
PIAS1 human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,STAT1,TRRUST_Transcription_Factors_2019
RELB mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,MYC,TRRUST_Transcription_Factors_2019
SFPQ human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,STAT6,TRRUST_Transcription_Factors_2019
SOX17 human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,NFAT5,TRRUST_Transcription_Factors_2019
SRY human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,WDR5,TRRUST_Transcription_Factors_2019
TWIST2 mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,SREBF1,TRRUST_Transcription_Factors_2019
WWTR1 human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,SMAD3,TRRUST_Transcription_Factors_2019
ZBTB7A human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,MYC,TRRUST_Transcription_Factors_2019
ZBTB7A mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,CREB3,TRRUST_Transcription_Factors_2019
ZEB2 human,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,CDH1,TRRUST_Transcription_Factors_2019
ZFP148 mouse,1/6,0.2523108536644495,0.3343292578859509,0,0,4.031534391534391,5.55179942412995,TAL1,TRRUST_Transcription_Factors_2019
NRF1 mouse,2/22,0.2794677975056739,0.3584909358937743,0,0,2.016313559322034,2.57053405348056,COX4I1;NR3C1,TRRUST_Transcription_Factors_2019
SOX2 human,2/22,0.2794677975056739,0.3584909358937743,0,0,2.016313559322034,2.57053405348056,BMP4;RHO,TRRUST_Transcription_Factors_2019
RUNX2 mouse,4/57,0.2832438221875315,0.3584909358937743,0,0,1.5223330529183192,1.9203427514988949,DDX5;BMP2;TCF7;NR2F2,TRRUST_Transcription_Factors_2019
APEX1 human,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,RELA,TRRUST_Transcription_Factors_2019
CEBPE human,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,MYC,TRRUST_Transcription_Factors_2019
CTCF mouse,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,IGF2,TRRUST_Transcription_Factors_2019
GABPA mouse,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,COX4I1,TRRUST_Transcription_Factors_2019
HNF1B mouse,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,ONECUT1,TRRUST_Transcription_Factors_2019
ILF3 human,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,PLAU,TRRUST_Transcription_Factors_2019
ING1 human,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,TP53,TRRUST_Transcription_Factors_2019
ISL1 mouse,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,PBX1,TRRUST_Transcription_Factors_2019
JUND mouse,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,JUN,TRRUST_Transcription_Factors_2019
LHX2 mouse,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,RARRES2,TRRUST_Transcription_Factors_2019
MAX mouse,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,CEBPD,TRRUST_Transcription_Factors_2019
MSX2 human,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,CDH2,TRRUST_Transcription_Factors_2019
MZF1 human,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,CDH2,TRRUST_Transcription_Factors_2019
NCOA3 human,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,BRCA1,TRRUST_Transcription_Factors_2019
NFATC1 human,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,SP1,TRRUST_Transcription_Factors_2019
NFATC2 human,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,MDM2,TRRUST_Transcription_Factors_2019
TBP mouse,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,NF1,TRRUST_Transcription_Factors_2019
TCF12 mouse,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,SMARCC1,TRRUST_Transcription_Factors_2019
TFAP4 human,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,MDM2,TRRUST_Transcription_Factors_2019
YBX1 mouse,1/7,0.2876871127962513,0.3584909358937743,0,0,3.3594356261022926,4.185459715997394,BMI1,TRRUST_Transcription_Factors_2019
FOXA2 mouse,3/40,0.2933058009616411,0.3645480368541328,0,0,1.635120804792067,2.005540295131126,ASCL1;CDC73;GLI2,TRRUST_Transcription_Factors_2019
CEBPA mouse,2/24,0.3150018026155486,0.3807615650209578,0,0,1.8328197226502312,2.1172310376979526,APOD;LPIN1,TRRUST_Transcription_Factors_2019
FOXO1 human,2/24,0.3150018026155486,0.3807615650209578,0,0,1.8328197226502312,2.1172310376979526,EGR1;TXNIP,TRRUST_Transcription_Factors_2019
PITX2 mouse,2/24,0.3150018026155486,0.3807615650209578,0,0,1.8328197226502312,2.1172310376979526,BMP4;GATA4,TRRUST_Transcription_Factors_2019
POU5F1 human,2/24,0.3150018026155486,0.3807615650209578,0,0,1.8328197226502312,2.1172310376979526,BMP4;GATA6,TRRUST_Transcription_Factors_2019
ATF3 mouse,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,ATF3,TRRUST_Transcription_Factors_2019
BRCA1 mouse,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,MDM2,TRRUST_Transcription_Factors_2019
CDX1 human,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,TBP,TRRUST_Transcription_Factors_2019
FOXF2 human,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,ITGB1,TRRUST_Transcription_Factors_2019
FOXG1 mouse,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,EBF2,TRRUST_Transcription_Factors_2019
IRF2 human,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,CIITA,TRRUST_Transcription_Factors_2019
IRF9 human,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,PML,TRRUST_Transcription_Factors_2019
KCNIP3 mouse,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,HRK,TRRUST_Transcription_Factors_2019
MYF6 mouse,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,RB1,TRRUST_Transcription_Factors_2019
NR0B2 human,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,E2F1,TRRUST_Transcription_Factors_2019
RUNX3 mouse,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,ITGAE,TRRUST_Transcription_Factors_2019
SOX4 human,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,KMT2A,TRRUST_Transcription_Factors_2019
SP4 mouse,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,RHO,TRRUST_Transcription_Factors_2019
VDR mouse,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,CTNNB1,TRRUST_Transcription_Factors_2019
ZFP36 human,1/8,0.3213912586247586,0.3807615650209578,0,0,2.87936507936508,3.2683558528165837,HIF1A,TRRUST_Transcription_Factors_2019
IRF1 mouse,2/25,0.3326302350778863,0.3921875691554248,0,0,1.7530397936624909,1.9296126427423488,CIITA;MYD88,TRRUST_Transcription_Factors_2019
PAX6 mouse,3/43,0.3326663788262231,0.3921875691554248,0,0,1.5122481442205726,1.6644032280557617,PCSK2;TCF4;TLR4,TRRUST_Transcription_Factors_2019
RARA human,2/26,0.3501253695993767,0.4038826137178896,0,0,1.6799081920903955,1.763003153737326,PLAU;ETS1,TRRUST_Transcription_Factors_2019
ASCL1 mouse,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,BUB1,TRRUST_Transcription_Factors_2019
DLX5 mouse,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,MYC,TRRUST_Transcription_Factors_2019
EGR2 human,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,IGF2,TRRUST_Transcription_Factors_2019
EWSR1 human,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,ATF1,TRRUST_Transcription_Factors_2019
GFI1B mouse,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,MEIS1,TRRUST_Transcription_Factors_2019
GLI3 mouse,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,GLI2,TRRUST_Transcription_Factors_2019
HOXA9 human,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,RELA,TRRUST_Transcription_Factors_2019
JUNB mouse,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,PLAU,TRRUST_Transcription_Factors_2019
PDX1 mouse,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,NR5A2,TRRUST_Transcription_Factors_2019
SP2 human,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,CD14,TRRUST_Transcription_Factors_2019
SP2 mouse,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,ETS1,TRRUST_Transcription_Factors_2019
TBX2 mouse,1/9,0.3535022461023525,0.4038826137178896,0,0,2.5193121693121694,2.6197456568581146,GJA1,TRRUST_Transcription_Factors_2019
EPAS1 human,1/10,0.3840953059615845,0.4306523127448068,0,0,2.239271017048795,2.142679086706817,USF2,TRRUST_Transcription_Factors_2019
MYF5 mouse,1/10,0.3840953059615845,0.4306523127448068,0,0,2.239271017048795,2.142679086706817,RB1,TRRUST_Transcription_Factors_2019
NR0B1 human,1/10,0.3840953059615845,0.4306523127448068,0,0,2.239271017048795,2.142679086706817,PBX1,TRRUST_Transcription_Factors_2019
POU2F2 human,1/10,0.3840953059615845,0.4306523127448068,0,0,2.239271017048795,2.142679086706817,SPIB,TRRUST_Transcription_Factors_2019
SMAD5 mouse,1/10,0.3840953059615845,0.4306523127448068,0,0,2.239271017048795,2.142679086706817,BMP2,TRRUST_Transcription_Factors_2019
TAL1 human,1/10,0.3840953059615845,0.4306523127448068,0,0,2.239271017048795,2.142679086706817,EPOR,TRRUST_Transcription_Factors_2019
TFAP2C human,1/10,0.3840953059615845,0.4306523127448068,0,0,2.239271017048795,2.142679086706817,ESR1,TRRUST_Transcription_Factors_2019
ZBTB16 human,1/10,0.3840953059615845,0.4306523127448068,0,0,2.239271017048795,2.142679086706817,CEBPA,TRRUST_Transcription_Factors_2019
HNF1A mouse,2/29,0.4015567692924993,0.4491832698364935,0,0,1.4930163214061518,1.3622375910910882,BCL6;PRDM1,TRRUST_Transcription_Factors_2019
FOXP3 human,1/11,0.4132421200834215,0.4527778126654344,0,0,2.0152380952380957,1.7809094553095988,BRCA1,TRRUST_Transcription_Factors_2019
ID2 mouse,1/11,0.4132421200834215,0.4527778126654344,0,0,2.0152380952380957,1.7809094553095988,TCF3,TRRUST_Transcription_Factors_2019
KLF2 human,1/11,0.4132421200834215,0.4527778126654344,0,0,2.0152380952380957,1.7809094553095988,CCR5,TRRUST_Transcription_Factors_2019
KLF5 mouse,1/11,0.4132421200834215,0.4527778126654344,0,0,2.0152380952380957,1.7809094553095988,EGR1,TRRUST_Transcription_Factors_2019
PAX6 human,1/11,0.4132421200834215,0.4527778126654344,0,0,2.0152380952380957,1.7809094553095988,ITGB1,TRRUST_Transcription_Factors_2019
POU1F1 human,1/11,0.4132421200834215,0.4527778126654344,0,0,2.0152380952380957,1.7809094553095988,VDR,TRRUST_Transcription_Factors_2019
PROX1 human,1/11,0.4132421200834215,0.4527778126654344,0,0,2.0152380952380957,1.7809094553095988,NR5A2,TRRUST_Transcription_Factors_2019
SOX10 human,1/11,0.4132421200834215,0.4527778126654344,0,0,2.0152380952380957,1.7809094553095988,EDNRB,TRRUST_Transcription_Factors_2019
SOX17 mouse,1/11,0.4132421200834215,0.4527778126654344,0,0,2.0152380952380957,1.7809094553095988,CTNNB1,TRRUST_Transcription_Factors_2019
PPARG mouse,3/50,0.4235324589293858,0.4629979835114423,0,0,1.2865458811849912,1.105303888888695,EGR1;KLF5;CAV1,TRRUST_Transcription_Factors_2019
FOXP3 mouse,1/12,0.441010988671101,0.4745554486595069,0,0,1.831938431938432,1.499781405884287,BRCA1,TRRUST_Transcription_Factors_2019
IKBKB mouse,1/12,0.441010988671101,0.4745554486595069,0,0,1.831938431938432,1.499781405884287,NFKBIA,TRRUST_Transcription_Factors_2019
NR1I3 mouse,1/12,0.441010988671101,0.4745554486595069,0,0,1.831938431938432,1.499781405884287,PPARA,TRRUST_Transcription_Factors_2019
NR4A2 mouse,1/12,0.441010988671101,0.4745554486595069,0,0,1.831938431938432,1.499781405884287,KCNB1,TRRUST_Transcription_Factors_2019
NR5A2 human,1/12,0.441010988671101,0.4745554486595069,0,0,1.831938431938432,1.499781405884287,NR5A2,TRRUST_Transcription_Factors_2019
OTX2 human,1/12,0.441010988671101,0.4745554486595069,0,0,1.831938431938432,1.499781405884287,IGF1,TRRUST_Transcription_Factors_2019
TBX21 human,1/12,0.441010988671101,0.4745554486595069,0,0,1.831938431938432,1.499781405884287,YY1,TRRUST_Transcription_Factors_2019
ATF4 mouse,1/13,0.4674669897684453,0.4985623549415126,0,0,1.679188712522046,1.276899667485066,HSPA5,TRRUST_Transcription_Factors_2019
CUX1 mouse,1/13,0.4674669897684453,0.4985623549415126,0,0,1.679188712522046,1.276899667485066,MYC,TRRUST_Transcription_Factors_2019
MYBL2 mouse,1/13,0.4674669897684453,0.4985623549415126,0,0,1.679188712522046,1.276899667485066,LIN9,TRRUST_Transcription_Factors_2019
NFYC human,1/13,0.4674669897684453,0.4985623549415126,0,0,1.679188712522046,1.276899667485066,LPIN1,TRRUST_Transcription_Factors_2019
EGR2 mouse,1/14,0.492672130973792,0.5196826644701622,0,0,1.54993894993895,1.0972194130889343,CEBPB,TRRUST_Transcription_Factors_2019
MYOG mouse,1/14,0.492672130973792,0.5196826644701622,0,0,1.54993894993895,1.0972194130889343,RB1,TRRUST_Transcription_Factors_2019
NFYB human,1/14,0.492672130973792,0.5196826644701622,0,0,1.54993894993895,1.0972194130889343,LPIN1,TRRUST_Transcription_Factors_2019
PAX5 mouse,1/14,0.492672130973792,0.5196826644701622,0,0,1.54993894993895,1.0972194130889343,EBF1,TRRUST_Transcription_Factors_2019
POU2AF1 mouse,1/14,0.492672130973792,0.5196826644701622,0,0,1.54993894993895,1.0972194130889343,SPIB,TRRUST_Transcription_Factors_2019
SREBF1 mouse,2/36,0.5130940376688906,0.5344639197958692,0,0,1.1851944167497508,0.7908756610044565,PTGDS;PPARGC1A,TRRUST_Transcription_Factors_2019
